beer_name,beer_style,brewery_name,review_overall,review_aroma,review_palate,review_taste,average_review
Owens IPA,American IPA,BJ's Restaurant & Brewery,3.5,4.0,5.0,4.0,4.125
Kamalani Saison,Saison / Farmhouse Ale,BJ's Restaurant & Brewery,4.0,4.0,4.0,4.5,4.125
Terrapin RoggenRauchBier,Rauchbier,Terrapin Beer Company,4.5,4.5,3.5,4.0,4.125
Sovereign Ale,Extra Special / Strong Bitter (ESB),Goose Island Beer Co.,4.5,4.0,4.0,4.0,4.125
Fulton Wood Bitter,American Pale Ale (APA),Goose Island Beer Co.,4.5,4.0,4.0,4.0,4.125
Terrapin Oak Aged Rye Pale Ale,American Pale Ale (APA),Terrapin Beer Company,4.5,4.0,4.0,4.0,4.125
Tonic The Hedgehog,Saison / Farmhouse Ale,Goose Island Beer Co.,4.5,4.0,3.5,4.5,4.125
Terrapin Moo-Hoo Chocolate Milk Stout,Milk / Sweet Stout,Terrapin Beer Company,5.0,4.0,3.5,4.0,4.125
Sticke Altbier,Altbier,Goose Island Beer Co.,4.5,4.0,4.0,4.0,4.125
Terrapin Substance Abuse,American Double / Imperial Stout,Terrapin Beer Company,4.0,4.0,4.0,4.5,4.125
Barrel Aged Sai Shan Tea,Saison / Farmhouse Ale,Goose Island Beer Co.,4.0,4.0,4.5,4.0,4.125
ED (Imperial Smoked Brown Goose),Smoked Beer,Goose Island Beer Co.,3.0,4.5,4.0,5.0,4.125
"Public ""House"" Brew - IPA",American IPA,Goose Island Beer Co.,4.5,4.5,3.5,4.0,4.125
Railway City Ironspike Copper Ale,American Amber / Red Ale,Railway City Brewing Company,4.5,4.0,4.0,4.0,4.125
Pennant Race Red,American Amber / Red Ale,Goose Island Beer Co.,4.5,4.0,4.0,4.0,4.125
John The Younger,English Bitter,Goose Island Beer Co.,4.0,4.0,4.0,4.5,4.125
Schlafly Spiced Golden Ale,American Pale Wheat Ale,Saint Louis Brewery / Schlafly Tap Room,4.0,4.5,4.0,4.0,4.125
Golden Goose Pilsner,German Pilsener,Goose Island Beer Co.,4.0,4.0,4.0,4.5,4.125
Schlafly Pilsner,German Pilsener,Saint Louis Brewery / Schlafly Tap Room,4.5,4.0,4.0,4.0,4.125
Schlafly Export India Pale Ale,English India Pale Ale (IPA),Saint Louis Brewery / Schlafly Tap Room,4.0,4.0,4.5,4.0,4.125
Batch 2000 (Barleywine),American Barleywine,Goose Island Beer Co.,4.0,4.0,4.5,4.0,4.125
Schlafly English Brown Ale,English Brown Ale,Saint Louis Brewery / Schlafly Tap Room,4.0,4.0,4.0,4.5,4.125
India Red Ale (I.R.A.),American IPA,Double Mountain Brewery & Taproom,4.0,4.0,4.5,4.0,4.125
"Schlafly #20, Volume 4: Southern Hemisphere IPA",American IPA,Saint Louis Brewery / Schlafly Tap Room,4.0,4.0,4.0,4.5,4.125
Schlafly Spiced Porter,American Porter,Saint Louis Brewery / Schlafly Tap Room,4.5,3.5,4.5,4.0,4.125
Optic Golden Ale,American Blonde Ale,Saint Louis Brewery / Schlafly Tap Room,4.0,4.0,4.5,4.0,4.125
Southern Hemisphere IPA,American IPA,Saint Louis Brewery / Schlafly Tap Room,4.0,4.0,4.5,4.0,4.125
Schlafly Summer Lager,Munich Helles Lager,Saint Louis Brewery / Schlafly Tap Room,4.0,4.0,4.0,4.5,4.125
Fathom India Pale Lager,American Double / Imperial Pilsner,Ballast Point Brewing Company,4.5,4.0,4.0,4.0,4.125
Flensburg Unser Norden Landbier Pilsener,Keller Bier / Zwickel Bier,Flensburger Brauerei GmbH Und Co. KG,4.5,4.0,4.0,4.0,4.125
American Dark Wheat Ale,American Dark Wheat Ale,Goose Island Beer Co.,4.0,4.0,4.5,4.0,4.125
Propeller Revolution,Russian Imperial Stout,Propeller Brewery,4.5,4.0,4.0,4.0,4.125
Imperial ESB Collaboration Ale,English Bitter,Propeller Brewery,4.0,4.0,4.5,4.0,4.125
Smoked Helles,Munich Helles Lager,Goose Island Beer Co.,4.5,4.0,4.0,4.0,4.125
Feldschlösschen Pilsner,German Pilsener,Feldschlösschen AG,4.0,4.0,4.0,4.5,4.125
Special Snead Porter,American Porter,Goose Island Beer Co.,4.0,4.0,4.0,4.5,4.125
Rye-Talian,Rye Beer,Goose Island Beer Co.,4.0,4.0,4.5,4.0,4.125
Willimantic Belgian Style Certified Gold,Belgian Strong Pale Ale,Willimantic Brewing Co.,4.5,4.0,4.0,4.0,4.125
Pipeline Stout,American Stout,Broken Tooth Brewing,4.0,4.5,4.0,4.0,4.125
New Oak-aged Rye IPA,American IPA,Nebraska Brewing Company,4.0,4.0,4.0,4.5,4.125
St Petersburg Christmas,Russian Imperial Stout,Thornbridge Brewery,4.0,3.5,4.5,4.5,4.125
Selma's Hefeweizen,Hefeweizen,Firestone Walker Brewing Co.,4.5,4.0,4.0,4.0,4.125
Summer Barleywine,American Barleywine,Firestone Walker Brewing Co.,4.5,4.0,4.0,4.0,4.125
Arctic XPA,American Pale Ale (APA),Kenai River Brewing Co.,4.0,3.5,4.5,4.5,4.125
Sunken Island IPA,English India Pale Ale (IPA),Kenai River Brewing Co.,4.5,4.0,4.0,4.0,4.125
Firestone 12 - Anniversary Ale,American Strong Ale,Firestone Walker Brewing Co.,4.0,4.0,4.0,4.5,4.125
Pacific Ale,American Pale Ale (APA),Stone & Wood,4.0,4.5,4.0,4.0,4.125
Double Barrel Ale - Batch 1000,Extra Special / Strong Bitter (ESB),Firestone Walker Brewing Co.,4.0,4.0,4.5,4.0,4.125
Amarillo Lambik,Lambic - Unblended,Revelation Cat Craft Brewing,4.0,4.5,4.0,4.0,4.125
Freedom Pilsener Lager,German Pilsener,Freedom Brewery Ltd,4.5,4.0,4.0,4.0,4.125
Eisenbahn São Sebá,Dubbel,Cervejaria Sudbrack Ltda,4.0,4.0,4.5,4.0,4.125
Kent Golding Pale Ale,American Pale Ale (APA),John S. Rhodell Brewery,4.5,4.0,4.0,4.0,4.125
Firestone 11 - Anniversary Ale,American Strong Ale,Firestone Walker Brewing Co.,4.5,4.0,4.0,4.0,4.125
Karl Strauss Altbier,Altbier,Karl Strauss Brewing Company,4.5,4.0,3.5,4.5,4.125
Pumpkin Head Ale,Pumpkin Ale,John S. Rhodell Brewery,4.0,4.0,4.0,4.5,4.125
BBC Remembered,German Pilsener,Pub Dog Brewing,4.0,4.0,4.0,4.5,4.125
Paulistânia,American Pale Lager,Casa Di Conti,4.5,3.5,4.0,4.5,4.125
Loftus Ranch IPA,American IPA,Court Avenue Brewing Company,4.0,4.0,4.0,4.5,4.125
Muscat Saison,Saison / Farmhouse Ale,Court Avenue Brewing Company,4.5,4.0,4.0,4.0,4.125
Blackhawk Stout,Foreign / Export Stout,Court Avenue Brewing Company,4.0,4.0,4.0,4.5,4.125
Little Weiss Guy Rye,Hefeweizen,Engine 15 Brewing Company,4.0,4.0,4.0,4.5,4.125
Sequoia,American Amber / Red Ale,Thornbridge Brewery,4.5,4.0,4.0,4.0,4.125
Willimantic Postmark Porter,American Porter,Willimantic Brewing Co.,4.0,4.0,4.0,4.5,4.125
Ashford,American Brown Ale,Thornbridge Brewery,4.5,4.0,4.0,4.0,4.125
La Parcela,Pumpkin Ale,Jolly Pumpkin Artisan Ales,4.0,4.5,4.0,4.0,4.125
Perseguidor (Batch 5),American Wild Ale,Jolly Pumpkin Artisan Ales,4.0,4.5,4.0,4.0,4.125
Baudelaire Ale Absurd,Saison / Farmhouse Ale,Jolly Pumpkin Artisan Ales,4.5,4.0,4.0,4.0,4.125
Noel De Calabaza,Belgian Strong Dark Ale,Jolly Pumpkin Artisan Ales,4.5,4.0,4.0,4.0,4.125
Hogsback Oatmeal Stout,Oatmeal Stout,Ice Axe Grill / Mt. Hood Brewing Co.,4.0,4.5,4.0,4.0,4.125
Calabaza Blanca With Hibiscus Flowers,Witbier,Jolly Pumpkin Artisan Ales,4.5,4.0,4.0,4.0,4.125
Estonian Festival Beer,Fruit / Vegetable Beer,Ice Axe Grill / Mt. Hood Brewing Co.,4.0,4.0,4.0,4.5,4.125
Perseguidor (Batch 3),American Wild Ale,Jolly Pumpkin Artisan Ales,4.0,4.5,4.0,4.0,4.125
Ichabod's Head Winter Warmer,Winter Warmer,Ice Axe Grill / Mt. Hood Brewing Co.,4.5,5.0,3.0,4.0,4.125
Lambicus Dexterius,Gueuze,Jolly Pumpkin Artisan Ales,4.5,4.0,4.0,4.0,4.125
Fischer Hefeweizen,Hefeweizen,LagerHaus Grill & Brewery,4.5,4.0,4.0,4.0,4.125
Brass Ass,American Brown Ale,Iron Horse Brewery,4.5,4.0,4.0,4.0,4.125
Cinco De Drinco - The Beer Shoppe 5th Anniversary Ale,American Double / Imperial IPA,Iron Horse Brewery,4.0,4.0,4.5,4.0,4.125
Mecklenburger Pilsener,German Pilsener,Darguner Brauerei GmbH,4.5,4.0,4.0,4.0,4.125
Mocha Death,American Double / Imperial Stout,Iron Horse Brewery,4.0,4.5,4.0,4.0,4.125
Kill Your Darlings,Vienna Lager,Thornbridge Brewery,4.5,3.5,4.5,4.0,4.125
S'no Angel,Weizenbock,Ram Restaurant & Brewery,4.0,4.5,4.0,4.0,4.125
Longshanks IPA,English India Pale Ale (IPA),Ram Restaurant & Brewery,4.0,4.0,4.5,4.0,4.125
Amber Waves Farmhouse Ale,Saison / Farmhouse Ale,Ram Restaurant & Brewery,4.0,4.0,4.5,4.0,4.125
Heartland Brewery Oren's Daily Porter,American Porter,Heartland Brewery Union Square,4.0,4.5,4.5,3.5,4.125
26th Anniversary Ale,American Pale Ale (APA),Hillsdale Brewery & Public House (McMenamins),4.5,4.0,4.0,4.0,4.125
Bennett Pass Brown Ale,American Brown Ale,Elliot Glacier Public House,4.5,4.0,4.0,4.0,4.125
Barrett Spur Bitter,Extra Special / Strong Bitter (ESB),Elliot Glacier Public House,4.5,4.0,4.0,4.0,4.125
Berkshire Bourbon Barrel Baltic Porter,Baltic Porter,Berkshire Brewing Company Inc.,4.0,4.0,4.0,4.5,4.125
Nut Sack Ale (Super Dry-Hopped Nutcracker Ale),Winter Warmer,Boulevard Brewing Co.,4.5,4.0,4.0,4.0,4.125
Double Wide I.P.A.,American Double / Imperial IPA,Boulevard Brewing Co.,4.0,4.0,4.0,4.5,4.125
Two Jokers Double-Wit,Witbier,Boulevard Brewing Co.,4.5,4.0,4.0,4.0,4.125
Berkshire Maibock Lager,Maibock / Helles Bock,Berkshire Brewing Company Inc.,4.0,4.0,4.0,4.5,4.125
Test Hoppy Wheat,American Pale Wheat Ale,Boulevard Brewing Co.,4.0,4.0,4.0,4.5,4.125
Single-Wide I.P.A.,American IPA,Boulevard Brewing Co.,4.5,3.5,4.5,4.0,4.125
Collaboration No. 1 - Imperial Pilsner,American Double / Imperial Pilsner,Boulevard Brewing Co.,4.5,4.0,4.0,4.0,4.125
Weyermann Imperial India Pale Ale,American Double / Imperial IPA,Weyermann Brauerei GmbH,4.0,4.5,4.0,4.0,4.125
Willimantic Angry Planet Amber,American Amber / Red Ale,Willimantic Brewing Co.,4.5,4.0,4.0,4.0,4.125
Minami Shinshu Christmas Ale 2002,Winter Warmer,Minamishinsyu Brewery,4.0,4.5,4.0,4.0,4.125
Willimantic Hop Battle IPA,American IPA,Willimantic Brewing Co.,4.0,4.5,4.0,4.0,4.125
Willimantic Poor Richard's Olde Ale,Old Ale,Willimantic Brewing Co.,4.0,4.5,4.0,4.0,4.125
Willimantic Instigator Doppelbock,Doppelbock,Willimantic Brewing Co.,4.0,4.0,4.5,4.0,4.125
Willimantic Jack Daniels Whammer,English Barleywine,Willimantic Brewing Co.,3.5,4.0,4.5,4.5,4.125
Willimantic Flower Infusion Redux,Saison / Farmhouse Ale,Willimantic Brewing Co.,4.0,4.0,4.0,4.5,4.125
Willimantic EurIPAen,American IPA,Willimantic Brewing Co.,4.0,4.0,4.0,4.5,4.125
Willimantic Festive Ale,American Double / Imperial IPA,Willimantic Brewing Co.,4.0,4.5,4.0,4.0,4.125
Willimantic Czech In The Mail IPA,English India Pale Ale (IPA),Willimantic Brewing Co.,4.0,4.0,4.5,4.0,4.125
Bourbon Brown,American Brown Ale,Upslope Brewing Company,4.0,4.5,3.5,4.5,4.125
Berkshire Bourbon Barrel IPA,American IPA,Berkshire Brewing Company Inc.,4.0,4.5,4.0,4.0,4.125
Big Eye IPA,American IPA,Ballast Point Brewing Company,4.0,4.0,4.0,4.5,4.125
Highlander,Scottish Ale,Great Northern Brewing Co. / Black Star Draught House,4.0,4.5,4.0,4.0,4.125
Heartland Belgian Black Cherry Stout,Fruit / Vegetable Beer,Heartland Brewery Union Square,4.0,4.0,4.5,4.0,4.125
Doc's Pale Ale,American Pale Ale (APA),Oak Creek Brewery And Grill,4.0,4.0,4.0,4.5,4.125
Brewer's Den Triple CCC Imperial IPA,American Double / Imperial IPA,Sun Up Brewing Co.,4.0,4.0,4.0,4.5,4.125
April Fuel,American Pale Wheat Ale,Smiles Brewing Co. Ltd,4.0,4.0,4.5,4.0,4.125
Dindon,Belgian Strong Pale Ale,Brasserie De Lautène,4.5,4.0,4.0,4.0,4.125
Sun Up Trooper IPA - Amarillo,American IPA,Sun Up Brewing Co.,4.0,4.5,4.0,4.0,4.125
Paper City Nut Brown Ale,English Brown Ale,"Paper City Brewery Co., Inc.",4.5,4.0,4.0,4.0,4.125
Winter Solstice Old Ale,Winter Warmer,"Paper City Brewery Co., Inc.",4.0,4.0,4.5,4.0,4.125
Paper City Smoked Porter,American Porter,"Paper City Brewery Co., Inc.",4.0,4.5,3.5,4.5,4.125
Muddy Valley Oatmeal Stout,Oatmeal Stout,Golden Valley Brewery and Pub,4.0,4.0,4.5,4.0,4.125
Fat Dog Stout,American Stout,Maplewood Farms Restaurant & Brewery,4.5,4.0,4.0,4.0,4.125
Rocktoberfest,Märzen / Oktoberfest,Diamond Bear Brewing Company,4.5,3.5,4.0,4.5,4.125
Smooth Oatmeal Stout,Oatmeal Stout,Goose Island Beer Co.,4.5,4.0,4.0,4.0,4.125
Pack Rat Pilsner,German Pilsener,Cellar Rats Brewery,5.0,3.0,4.0,4.5,4.125
Prickly Pear Pale Ale,American Pale Ale (APA),Lewis & Clark Brewing Company,5.0,4.0,3.5,4.0,4.125
Tumbleweed IPA,American IPA,Lewis & Clark Brewing Company,4.0,4.5,3.5,4.5,4.125
Miner's Gold Hefeweizen,Hefeweizen,Lewis & Clark Brewing Company,5.0,3.5,4.0,4.0,4.125
Angus Springs Organic Brown Ale,American Brown Ale,Golden Valley Brewery and Pub,4.5,5.0,3.0,4.0,4.125
Wild Blue,American Wild Ale,Goose Island Beer Co.,3.5,4.0,4.5,4.5,4.125
Kentucky Oats,Oatmeal Stout,Goose Island Beer Co.,4.0,4.5,4.0,4.0,4.125
Deerhunter Porter,American Porter,The Shed Restaurant & Brewery,4.0,4.0,4.0,4.5,4.125
Baltika #4 Original (Dark),Euro Dark Lager,Baltika Breweries,4.0,4.0,4.0,4.5,4.125
Coney Island Barrel-Aged Human Blockhead,Doppelbock,Shmaltz Brewing Company,4.0,4.5,4.0,4.0,4.125
He'Brew Jewbelation Fifteen,American Strong Ale,Shmaltz Brewing Company,4.0,4.0,4.0,4.5,4.125
Karl Strauss Double IPA,American Double / Imperial IPA,Karl Strauss Brewing Company,4.5,4.0,4.0,4.0,4.125
He'Brew Genesis Dry-Hopped Session Ale,American Pale Ale (APA),Shmaltz Brewing Company,4.0,4.0,4.5,4.0,4.125
Derailleur Red Ale,American Amber / Red Ale,Moab Brewery,4.5,4.0,4.0,4.0,4.125
Desert Select Tripel,Tripel,Moab Brewery,4.0,4.5,4.0,4.0,4.125
Tennent's Ember,Scottish Ale,Tennent Caledonian Breweries,5.0,3.5,3.5,4.5,4.125
Scott's Big IPL,American Double / Imperial Pilsner,Karl Strauss Brewing Company,4.0,4.0,4.0,4.5,4.125
Pitfield Black Eagle,English Stout,Pitfield Organic Brewery,4.5,4.0,4.0,4.0,4.125
Über Blonde,Belgian Strong Pale Ale,Spinnakers Gastro Brewpub & Guesthouse,4.5,4.0,3.5,4.5,4.125
Mitchell's Extra Special Bitter,Extra Special / Strong Bitter (ESB),Spinnakers Gastro Brewpub & Guesthouse,4.0,4.0,4.0,4.5,4.125
Pitfield's Millennium 2000 Ale,English Barleywine,Pitfield Organic Brewery,4.0,4.5,3.5,4.5,4.125
XXX Black Angus Stout,American Stout,Little Apple Brewing Company,4.0,4.0,5.0,3.5,4.125
BrewMan's Barleywine,American Barleywine,Little Apple Brewing Company,4.0,4.0,4.0,4.5,4.125
Mestansky Hradebni Tmave 10,Euro Dark Lager,"M&#283;&#357;anský Pivovar V Poli&#269;ce, A.s.",4.5,4.0,4.0,4.0,4.125
Pays Du Fleurs,Herbed / Spiced Beer,Saint Somewhere Brewing Company,4.0,4.0,4.0,4.5,4.125
Bavarian Heiferweizen,Hefeweizen,Little Apple Brewing Company,4.5,4.0,4.0,4.0,4.125
Samuel Smith's India Ale,English India Pale Ale (IPA),Samuel Smith Old Brewery (Tadcaster),4.0,4.0,4.0,4.5,4.125
Kriekbier,Fruit / Vegetable Beer,Brouwerij Liefmans,4.0,4.0,4.0,4.5,4.125
Collaboration Not Litigation Ale,Belgian Strong Dark Ale,Avery Brewing Company,4.5,4.0,3.5,4.5,4.125
Terrapin Rye Pale Ale,American Pale Ale (APA),Terrapin Beer Company,4.0,4.0,4.0,4.5,4.125
Harpoon IPA (Oak Aged),American IPA,Harpoon Brewery,4.0,4.0,4.5,4.0,4.125
Terrapin Double Feature,Dubbel,Terrapin Beer Company,4.0,4.0,4.0,4.5,4.125
Harpoon Spring Maibock,Maibock / Helles Bock,Harpoon Brewery,4.5,4.0,3.5,4.5,4.125
O'Hara's Leann Folláin,Irish Dry Stout,Carlow Brewing Company,4.0,4.0,4.0,4.5,4.125
Harpoon Barleywine (100 Barrel Series #04),American Barleywine,Harpoon Brewery,4.0,4.0,4.0,4.5,4.125
Harpoon Leviathan - Imperial Red Ale,American Amber / Red Ale,Harpoon Brewery,4.0,4.5,4.0,4.0,4.125
Sunset Stout,American Stout,Equinox Brewing Company,4.0,4.5,4.0,4.0,4.125
Trazy Crain British Pale Ale,English Pale Ale,Equinox Brewing Company,4.0,4.0,4.0,4.5,4.125
Hubble Dubbel,Dubbel,Equinox Brewing Company,4.0,4.0,4.5,4.0,4.125
Vernal Hefeweizen,Hefeweizen,Equinox Brewing Company,4.0,4.5,4.0,4.0,4.125
Marshall Brown Ale,English Brown Ale,OPA-OPA Steakhouse & Brewery,4.5,4.0,4.0,4.0,4.125
Paddy's Lager,American Pale Lager,Muskoka Brewery,4.5,4.0,4.0,4.0,4.125
Opa Winter Strong,English Strong Ale,OPA-OPA Steakhouse & Brewery,4.0,4.0,4.0,4.5,4.125
Seasonal Blueberry Ale,American Blonde Ale,OPA-OPA Steakhouse & Brewery,4.5,4.0,4.0,4.0,4.125
Blackcurrant Stout,English Stout,Cwmbran Brewery,5.0,3.5,4.0,4.0,4.125
Maverick's,American Double / Imperial IPA,Breakwater Brewing,4.0,4.0,4.5,4.0,4.125
Pyramid Rock Pale Ale,English Pale Ale,La Cumbre Brewing Co.,4.5,4.0,4.0,4.0,4.125
Ascension Imperial Pilsner,American Double / Imperial Pilsner,TableRock BrewPub,4.5,4.0,4.0,4.0,4.125
Rang Dix,Russian Imperial Stout,Microbrasserie Du Lac-Saint-Jean,4.0,4.0,4.5,4.0,4.125
Dr. Fogg's Stout,American Stout,Lake Placid Craft Brewing Company,4.5,4.0,4.0,4.0,4.125
The Reverend,Quadrupel (Quad),Avery Brewing Company,3.5,4.0,4.5,4.5,4.125
Saison Athene (Citra Dry Hopped),Saison / Farmhouse Ale,Saint Somewhere Brewing Company,4.0,4.5,4.0,4.0,4.125
Wild Flower,Saison / Farmhouse Ale,Saint Somewhere Brewing Company,4.0,4.0,4.0,4.5,4.125
Capital City El Gigante,American Barleywine,Capitol City Brewing,4.5,4.0,4.0,4.0,4.125
Misty Law,English Pale Ale,Kelburn Brewing Company,4.5,4.0,4.0,4.0,4.125
Vermillion Saison Rouge,Saison / Farmhouse Ale,Barrier Brewing Company,4.0,4.0,4.0,4.5,4.125
Cycle,Saison / Farmhouse Ale,Barrier Brewing Company,4.0,4.0,4.5,4.0,4.125
XS McRogue Scotch Ale,Scotch Ale / Wee Heavy,Rogue Ales,4.0,4.5,4.5,3.5,4.125
Local Harvest Fresh Hop Ale,American Amber / Red Ale,Bullfrog Brewery,4.0,4.0,4.0,4.5,4.125
Mahr's Festtags Weisse,Hefeweizen,Mahrs-Bräu,4.0,4.5,4.0,4.0,4.125
Santa Fe,Vienna Lager,Beer Factory,4.5,4.0,4.0,4.0,4.125
Chocolate Chili Christmas Thing,Belgian Strong Dark Ale,Bullfrog Brewery,4.0,4.0,4.5,4.0,4.125
Soul Export,Scottish Ale,Bullfrog Brewery,4.5,3.5,4.5,4.0,4.125
John John Hazelnut (Rum Barrel Aged),American Brown Ale,Rogue Ales,4.5,4.5,4.0,3.5,4.125
XS Imperial Younger's Special Bitter,Extra Special / Strong Bitter (ESB),Rogue Ales,4.0,4.0,4.5,4.0,4.125
Sesquicentennial Ale,American Amber / Red Ale,Rogue Ales,4.0,4.0,4.0,4.5,4.125
El Diablo,Belgian Strong Pale Ale,Bullfrog Brewery,4.0,4.5,4.0,4.0,4.125
Brewer's Ale 2008,American Strong Ale,Rogue Ales,4.0,4.0,4.0,4.5,4.125
Horney Toad,Belgian Strong Pale Ale,Bullfrog Brewery,3.5,4.0,4.5,4.5,4.125
Chatoe Rogue First Growth Dirtoir Black Lager,Schwarzbier,Rogue Ales,4.0,4.5,3.5,4.5,4.125
Rogue Oktoberfest (JLS Release #10),Märzen / Oktoberfest,Rogue Ales,4.5,4.0,4.0,4.0,4.125
Old Toad Barleywine,American Barleywine,Bullfrog Brewery,4.0,3.5,4.5,4.5,4.125
Susquehanna Oatmeal Stout Gone Wild,Oatmeal Stout,Bullfrog Brewery,4.5,3.5,4.0,4.5,4.125
Double Mocha Porter,American Porter,Rogue Ales,4.0,4.0,4.0,4.5,4.125
Endless Mountain Amber,Altbier,Bullfrog Brewery,4.5,4.0,4.0,4.0,4.125
Rye Not?,Rye Beer,Bullfrog Brewery,4.0,4.5,3.5,4.5,4.125
Kristen Fields Chocolate Pumpkin Stout,Pumpkin Ale,Bullfrog Brewery,4.0,4.0,4.0,4.5,4.125
Old English Ale,English Pale Ale,Redoak Boutique Beer Café,4.0,4.0,4.0,4.5,4.125
Imperial Kolsch,Kölsch,Capitol City Brewing,4.0,3.5,4.5,4.5,4.125
"American Pale Ale, Cascade Dry-hopped",American Pale Ale (APA),Vierling Restaurant & Marquette Harbor Brewery,4.5,3.5,4.5,4.0,4.125
White Friar,English Bitter,Abbey Ales Limited,4.5,3.5,4.5,4.0,4.125
"Crooked Stave Wild Wild Brett ""Rouge""",American Wild Ale,Crooked Stave Artisan Beer Project,4.0,4.0,4.0,4.5,4.125
Summer Love Wheat,Witbier,Mackinaw Brewing Company,4.5,4.0,4.0,4.0,4.125
A4 Amber Ale,English Bitter,Wold Top Brewery,4.5,4.0,4.0,4.0,4.125
Titanic New York Wheat Porter,American Porter,Titanic Brewery,4.5,3.5,4.5,4.0,4.125
Titanic Slipway,English Pale Ale,Titanic Brewery,4.0,4.0,4.0,4.5,4.125
Double American IPA,American Double / Imperial IPA,Redoak Boutique Beer Café,4.0,4.0,4.0,4.5,4.125
Jaxon's Chihuahua Brown Ale,American Brown Ale,Jaxon's Restaurant and Brewing Company,4.5,4.0,4.0,4.0,4.125
Mayflower Pale Ale Dry Hopped With EKG,English Pale Ale,Mayflower Brewing Company,5.0,3.5,4.0,4.0,4.125
Hay Bale,Kölsch,Mother Earth Brew Co.,4.0,4.0,4.0,4.5,4.125
¿Por Que No?,American Brown Ale,Mother Earth Brew Co.,4.0,4.0,4.0,4.5,4.125
Jule IPA,American IPA,Beer Here,4.0,4.5,4.0,4.0,4.125
Samuel Smith's Imperial Stout,Russian Imperial Stout,Samuel Smith Old Brewery (Tadcaster),4.0,4.5,4.0,4.0,4.125
2011 Reserve Pale Ale,American Pale Ale (APA),Endeavour Beverages,4.5,4.0,4.0,4.0,4.125
Cascabel,Herbed / Spiced Beer,Beer Factory,4.5,4.0,4.0,4.0,4.125
The Crucible Black IPA,American Black Ale,Mother Earth Brew Co.,4.0,4.5,4.0,4.0,4.125
Oak Aged Old Man Winter Warmer,English Barleywine,Lake Superior Brewing Company,4.0,4.0,4.5,4.0,4.125
Otto Pilate Coffee Porter,American Porter,Von Scheidt Brewing Company,4.5,4.0,4.0,4.0,4.125
Three Penny IPA,American Double / Imperial IPA,The Shed Restaurant & Brewery,4.5,4.0,4.0,4.0,4.125
Galaxy Single Hop IPA,American IPA,Bridge Road Brewers,4.0,4.5,4.0,4.0,4.125
Half Dome Amber Ale,American Amber / Red Ale,Golden Pacific Brewing Company,4.0,4.0,4.5,4.0,4.125
Bière De Noël Du Bouffay,Bière de Garde,Brasserie du Bouffay,4.0,4.5,4.0,4.0,4.125
L'Orge Du Bouffay,Bière de Garde,Brasserie du Bouffay,4.5,4.0,4.0,4.0,4.125
Troutbrook Raspberry Blond Ale,Fruit / Vegetable Beer,Thomas Hooker Brewing Company,4.0,4.0,4.0,4.5,4.125
Belgian XXXX,Flanders Red Ale,Sonoma Chicken Coop,5.0,3.0,4.5,4.0,4.125
Steep Canyon Stout,American Stout,Humes Brewing Company,4.5,4.0,4.0,4.0,4.125
Bert's Disqualified Imperial Stout,American Double / Imperial Stout,Wandering Star Brewing Company,4.5,3.5,4.5,4.0,4.125
Kerplunk Imperial Chocolate Stout,American Double / Imperial Stout,Spring House Brewing Company,4.5,4.0,4.0,4.0,4.125
PB Chocolate Stout,American Stout,Spring House Brewing Company,4.0,4.5,4.0,4.0,4.125
CME IPA,American IPA,Oakland Brewing Company,4.0,4.5,4.0,4.0,4.125
Choco Dog Chocolate Brown Porter,American Porter,Big Horse Brew Pub / Horse Feathers & Co.,4.0,4.5,4.0,4.0,4.125
Olde World Porter,American Porter,Big Horse Brew Pub / Horse Feathers & Co.,4.5,4.5,3.5,4.0,4.125
Point Of Rocks Pale Ale,American Pale Ale (APA),Vintage 50 Restaurant And Brew Lounge,4.0,4.0,4.0,4.5,4.125
E.S.B Extra Special Bitter,Extra Special / Strong Bitter (ESB),Vintage 50 Restaurant And Brew Lounge,4.5,4.0,4.0,4.0,4.125
Auld Abominable,Old Ale,Vintage 50 Restaurant And Brew Lounge,4.0,4.5,4.0,4.0,4.125
Matuška IPA Raptor Super Dry,American IPA,Minipivovar Matuška Broumy (Matuska),4.0,4.5,4.0,4.0,4.125
Buzzard Dark Ale,Winter Warmer,Cotleigh Brewery,4.0,4.0,4.5,4.0,4.125
Kookaburra Premium Ale,English Bitter,Cotleigh Brewery,4.0,4.0,4.5,4.0,4.125
Sea Dog Pumpkin Ale,Pumpkin Ale,Sea Dog Brewing Company,4.0,4.0,4.0,4.5,4.125
Nøgne Ø / Bridge Road India Saison,Saison / Farmhouse Ale,Bridge Road Brewers,4.5,4.0,4.0,4.0,4.125
Drooling Moose Pilsner,Czech Pilsener,The Grizzly Paw Brewing Company,4.5,4.0,4.0,4.0,4.125
Harpoon Rauchfetzen (100 Barrel Series #25),Rauchbier,Harpoon Brewery,4.5,4.0,4.0,4.0,4.125
Bohemian Dark Lager,Munich Dunkel Lager,Lazy Monk Brewing,4.0,4.5,4.0,4.0,4.125
Miel Devient,Saison / Farmhouse Ale,The Shed Restaurant & Brewery,4.0,4.5,4.0,4.0,4.125
Maduro,American Brown Ale,Goose Island Beer Co.,4.5,4.0,4.0,4.0,4.125
Daywalker IPA,American IPA,Goose Island Beer Co.,4.0,4.5,4.0,4.0,4.125
